"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"AM000037682","AMASIA, AM","2014-07-22","61","70","53"
"AM000037682","AMASIA, AM","2014-07-23","64","77","55"
"AM000037682","AMASIA, AM","2014-07-24","68","84","55"
"AM000037682","AMASIA, AM","2014-07-25","70","86","57"
"AM000037682","AMASIA, AM","2014-07-26","68","81","61"
"AM000037682","AMASIA, AM","2014-07-27","67","81",
"AM000037682","AMASIA, AM","2014-07-28","61","74","55"
"AM000037682","AMASIA, AM","2014-07-29","60","69","53"
"AM000037682","AMASIA, AM","2014-07-30","60","72","53"
"AM000037682","AMASIA, AM","2014-07-31","62","73","50"
"AM000037682","AMASIA, AM","2014-08-01","64","77","53"
"AM000037682","AMASIA, AM","2014-08-02","67","80","56"
"AM000037682","AMASIA, AM","2014-08-03","66","78","58"
"AM000037682","AMASIA, AM","2014-08-04","67","76","57"
"AM000037682","AMASIA, AM","2014-08-05","63","76","56"
"AM000037682","AMASIA, AM","2014-08-06","61","71","51"
"AM000037682","AMASIA, AM","2014-08-07","68","78","50"
"AM000037682","AMASIA, AM","2014-08-08","68","83","55"
"AM000037682","AMASIA, AM","2014-08-09","67","78","60"
"AM000037682","AMASIA, AM","2014-08-10","67","80",
"AM000037682","AMASIA, AM","2014-08-11","68","81","59"
"AM000037682","AMASIA, AM","2014-08-12","67","78","55"
"AM000037682","AMASIA, AM","2014-08-13","66","77","59"
"AM000037682","AMASIA, AM","2014-08-14","67","77","58"
"AM000037682","AMASIA, AM","2014-08-15","69","83","58"
"AM000037682","AMASIA, AM","2014-08-16","67","81","59"
"AM000037682","AMASIA, AM","2014-08-17","69","84","57"
"AM000037682","AMASIA, AM","2014-08-18","72","88","57"
"AM000037682","AMASIA, AM","2014-08-19","70","88","57"
"AM000037682","AMASIA, AM","2014-08-20","65","77",
"AM000037682","AMASIA, AM","2014-08-21","67","83","52"
"AM000037682","AMASIA, AM","2014-08-22","67","82","55"
"AM000037682","AMASIA, AM","2014-08-23","68","81","59"
"AM000037682","AMASIA, AM","2014-08-24","68","82","60"
"AM000037682","AMASIA, AM","2014-08-25","70","84","54"
"AM000037682","AMASIA, AM","2014-08-26","71","84","56"
"AM000037682","AMASIA, AM","2014-08-27","70","85","56"
"AM000037682","AMASIA, AM","2014-08-28","70","87","56"
"AM000037682","AMASIA, AM","2014-08-29","68","85","57"
"AM000037682","AMASIA, AM","2014-08-30","65","77","57"
"AM000037682","AMASIA, AM","2014-08-31","66","76","57"
"AM000037682","AMASIA, AM","2014-09-01","65","77","54"
"AM000037682","AMASIA, AM","2014-09-02","66","81","55"
"AM000037682","AMASIA, AM","2014-09-03","68","83","56"
"AM000037682","AMASIA, AM","2014-09-04","68","82","56"
"AM000037682","AMASIA, AM","2014-09-05","65","78","55"
"AM000037682","AMASIA, AM","2014-09-06","61","72","53"
"AM000037682","AMASIA, AM","2014-09-07","64","81","49"
"AM000037682","AMASIA, AM","2014-09-08","65","81","49"
"AM000037682","AMASIA, AM","2014-09-09","62","79","51"
"AM000037682","AMASIA, AM","2014-09-10","62","80","49"
"AM000037682","AMASIA, AM","2014-09-11","62","79","51"
"AM000037682","AMASIA, AM","2014-09-12","62","78","52"
"AM000037682","AMASIA, AM","2014-09-13","60","75","50"
"AM000037682","AMASIA, AM","2014-09-14","59","72","50"
"AM000037682","AMASIA, AM","2014-09-15","58","70","49"
"AM000037682","AMASIA, AM","2014-09-16","54","68","46"
"AM000037682","AMASIA, AM","2014-09-17","54","67","45"
"AM000037682","AMASIA, AM","2014-09-18","56","67","47"
"AM000037682","AMASIA, AM","2014-09-19","57","67","48"
"AM000037682","AMASIA, AM","2014-09-20","55","67","45"
"AM000037682","AMASIA, AM","2014-09-21","51","63","44"
"AM000037682","AMASIA, AM","2014-09-22","52","65","45"
"AM000037682","AMASIA, AM","2014-09-23","56","66","42"
"AM000037682","AMASIA, AM","2014-09-24","49","58",
"AM000037682","AMASIA, AM","2014-09-25","44","54","34"
"AM000037682","AMASIA, AM","2014-09-26","44","55","34"
"AM000037682","AMASIA, AM","2014-09-27","50","63","34"
"AM000037682","AMASIA, AM","2014-09-28","49","61","43"
"AM000037682","AMASIA, AM","2014-09-29","46","56",
"AM000037682","AMASIA, AM","2014-09-30","44","53","36"
"AM000037682","AMASIA, AM","2014-10-01","48","55","39"
"AM000037682","AMASIA, AM","2014-10-02","49","58",
"AM000037682","AMASIA, AM","2014-10-03","46","56","40"
"AM000037682","AMASIA, AM","2014-10-04","46","55","40"
"AM000037682","AMASIA, AM","2014-10-05","49","56","42"
"AM000037682","AMASIA, AM","2014-10-06","51","59","40"
"AM000037682","AMASIA, AM","2014-10-07","47","56","42"
"AM000037682","AMASIA, AM","2014-10-08","42","48","36"
"AM000037682","AMASIA, AM","2014-10-09","45","52","39"
"AM000037682","AMASIA, AM","2014-10-10","47","57","36"
"AM000037682","AMASIA, AM","2014-10-11","47","59","35"
"AM000037682","AMASIA, AM","2014-10-12","49","63","36"
"AM000037682","AMASIA, AM","2014-10-13","51","64","38"
"AM000037682","AMASIA, AM","2014-10-14","50","63","40"
"AM000037682","AMASIA, AM","2014-10-15","48","60","40"
"AM000037682","AMASIA, AM","2014-10-16","48","57","38"
"AM000037682","AMASIA, AM","2014-10-17","47","54","37"
"AM000037682","AMASIA, AM","2014-10-18","45","51","40"
"AM000037682","AMASIA, AM","2014-10-19","37","44",
"AM000037682","AMASIA, AM","2014-10-20","34","44","26"
"AM000037682","AMASIA, AM","2014-10-21","37","50","28"
"AM000037682","AMASIA, AM","2014-10-22","39","54","27"
"AM000037682","AMASIA, AM","2014-10-23","41","53","28"
"AM000037682","AMASIA, AM","2014-10-24","41","57","28"
"AM000037682","AMASIA, AM","2014-10-25","42","57","26"
"AM000037682","AMASIA, AM","2014-10-26","39","50","28"
"AM000037682","AMASIA, AM","2014-10-27","38","41","33"
"AM000037682","AMASIA, AM","2014-10-28","40","45","33"
"AM000037682","AMASIA, AM","2014-10-29","39","43","32"
"AM000037682","AMASIA, AM","2014-10-30","38","46","29"
"AM000037682","AMASIA, AM","2014-10-31","40","47","31"
"AM000037682","AMASIA, AM","2014-11-01","40","45",
"AM000037682","AMASIA, AM","2014-11-02","31","40",
"AM000037682","AMASIA, AM","2014-11-03","26","30","19"
"AM000037682","AMASIA, AM","2014-11-04","24","30",
"AM000037682","AMASIA, AM","2014-11-05","25","36","14"
"AM000037682","AMASIA, AM","2014-11-06","29","45","18"
"AM000037682","AMASIA, AM","2014-11-07","36","53","24"
"AM000037682","AMASIA, AM","2014-11-08","35","55","24"
"AM000037682","AMASIA, AM","2014-11-09","36","58","24"
"AM000037682","AMASIA, AM","2014-11-10","35","54","23"
"AM000037682","AMASIA, AM","2014-11-11","36","58","23"
"AM000037682","AMASIA, AM","2014-11-12","34","46","23"
"AM000037682","AMASIA, AM","2014-11-13","32","45","24"
"AM000037682","AMASIA, AM","2014-11-14","32","43","23"
"AM000037682","AMASIA, AM","2014-11-15","37","45","26"
"AM000037682","AMASIA, AM","2014-11-16","37","41","32"
"AM000037682","AMASIA, AM","2014-11-17","38","42","34"
"AM000037682","AMASIA, AM","2014-11-18","37","45","31"
"AM000037682","AMASIA, AM","2014-11-19","36","45","31"
"AM000037682","AMASIA, AM","2014-11-20","35","37","31"
"AM000037682","AMASIA, AM","2014-11-21","34","38",
"AM000037682","AMASIA, AM","2014-11-22","33","35","31"
"AM000037682","AMASIA, AM","2014-11-23","31","37",
"AM000037682","AMASIA, AM","2014-11-24","28","31","26"
"AM000037682","AMASIA, AM","2014-11-25","27","29","26"
"AM000037682","AMASIA, AM","2014-11-26","28","33","25"
"AM000037682","AMASIA, AM","2014-11-27","30","34","26"
"AM000037682","AMASIA, AM","2014-11-28","30","34","27"
"AM000037682","AMASIA, AM","2014-11-29","26","31",
"AM000037682","AMASIA, AM","2014-11-30","26","28","21"
"AM000037682","AMASIA, AM","2014-12-01","26","30",
"AM000037682","AMASIA, AM","2014-12-02","19","28","12"
"AM000037682","AMASIA, AM","2014-12-03","19","30",
"AM000037682","AMASIA, AM","2014-12-04","19","25","9"
"AM000037682","AMASIA, AM","2014-12-05","24","26",
"AM000037682","AMASIA, AM","2014-12-06","28","33","24"
"AM000037682","AMASIA, AM","2014-12-07","30","33","26"
"AM000037682","AMASIA, AM","2014-12-08","31","34","29"
"AM000037682","AMASIA, AM","2014-12-09","32","40",
"AM000037682","AMASIA, AM","2014-12-10","32","37","27"
"AM000037682","AMASIA, AM","2014-12-11","30","34",
"AM000037682","AMASIA, AM","2014-12-12","30","33","25"
"AM000037682","AMASIA, AM","2014-12-13","31","33","30"
"AM000037682","AMASIA, AM","2014-12-14","32","35",
"AM000037682","AMASIA, AM","2014-12-15","29","33","23"
"AM000037682","AMASIA, AM","2014-12-16","25","31",
"AM000037682","AMASIA, AM","2014-12-17","21","25","15"
"AM000037682","AMASIA, AM","2014-12-18","26",,"22"
"AM000037682","AMASIA, AM","2014-12-19","25","30","20"
"AM000037682","AMASIA, AM","2014-12-20","23",,
"AM000037682","AMASIA, AM","2014-12-21","19","30","11"
"AM000037682","AMASIA, AM","2014-12-22","22",,"15"
"AM000037682","AMASIA, AM","2014-12-23","19","26","14"
"AM000037682","AMASIA, AM","2014-12-24","21",,"12"
"AM000037682","AMASIA, AM","2014-12-25","23","33",
"AM000037682","AMASIA, AM","2014-12-26","19","32","10"
"AM000037682","AMASIA, AM","2014-12-27","20","31","12"
"AM000037682","AMASIA, AM","2014-12-28","26","33","15"
"AM000037682","AMASIA, AM","2014-12-29","30","33",
"AM000037682","AMASIA, AM","2014-12-30","31","40","27"
"AM000037682","AMASIA, AM","2014-12-31","31","36","27"
"AM000037682","AMASIA, AM","2015-01-01","30","34","26"
"AM000037682","AMASIA, AM","2015-01-02","30","33","27"
"AM000037682","AMASIA, AM","2015-01-03","20","30",
"AM000037682","AMASIA, AM","2015-01-04","20","28","10"
"AM000037682","AMASIA, AM","2015-01-05","25",,"14"
"AM000037682","AMASIA, AM","2015-01-06","29","33","26"
"AM000037682","AMASIA, AM","2015-01-07","26","31",
"AM000037682","AMASIA, AM","2015-01-08","14","26",
"AM000037682","AMASIA, AM","2015-01-09","6","12","3"
"AM000037682","AMASIA, AM","2015-01-10","5","10","-6"
"AM000037682","AMASIA, AM","2015-01-11","10","16",
"AM000037682","AMASIA, AM","2015-01-12","9","18","-2"
"AM000037682","AMASIA, AM","2015-01-13","15","29","5"
"AM000037682","AMASIA, AM","2015-01-14","17","29","7"
"AM000037682","AMASIA, AM","2015-01-15","18","30","9"
"AM000037682","AMASIA, AM","2015-01-16","25","30","16"
"AM000037682","AMASIA, AM","2015-01-17","25","29",
"AM000037682","AMASIA, AM","2015-01-18","17","27",
"AM000037682","AMASIA, AM","2015-01-19","13","27","6"
"AM000037682","AMASIA, AM","2015-01-20","13","28","6"
"AM000037682","AMASIA, AM","2015-01-21","19","30","9"
"AM000037682","AMASIA, AM","2015-01-22","23","30","14"
"AM000037682","AMASIA, AM","2015-01-23","20","33",
"AM000037682","AMASIA, AM","2015-01-24","21","29","11"
"AM000037682","AMASIA, AM","2015-01-25","18","31","12"
"AM000037682","AMASIA, AM","2015-01-26","21","32","10"
"AM000037682","AMASIA, AM","2015-01-27","21","31",
"AM000037682","AMASIA, AM","2015-01-28","23","28","14"
"AM000037682","AMASIA, AM","2015-01-29","22","31",
"AM000037682","AMASIA, AM","2015-01-30","20","33","8"
"AM000037682","AMASIA, AM","2015-01-31","20","34","7"
"AM000037682","AMASIA, AM","2015-02-01","27","31","17"
"AM000037682","AMASIA, AM","2015-02-02","28","41","22"
"AM000037682","AMASIA, AM","2015-02-03","26","41","17"
"AM000037682","AMASIA, AM","2015-02-04","29","37","23"
"AM000037682","AMASIA, AM","2015-02-05","21","35",
"AM000037682","AMASIA, AM","2015-02-06","18","36","8"
"AM000037682","AMASIA, AM","2015-02-07","23","36","9"
"AM000037682","AMASIA, AM","2015-02-08","28","36","19"
"AM000037682","AMASIA, AM","2015-02-09","29","32","27"
"AM000037682","AMASIA, AM","2015-02-10","29","33","26"
"AM000037682","AMASIA, AM","2015-02-11","27","35","19"
"AM000037682","AMASIA, AM","2015-02-12","24","31",
"AM000037682","AMASIA, AM","2015-02-13","15",,"7"
"AM000037682","AMASIA, AM","2015-02-14","14","27","3"
"AM000037682","AMASIA, AM","2015-02-15","17","29",
"AM000037682","AMASIA, AM","2015-02-16","13","23","3"
"AM000037682","AMASIA, AM","2015-02-17","23","31","13"
"AM000037682","AMASIA, AM","2015-02-18","24","35","19"
"AM000037682","AMASIA, AM","2015-02-19","20","35","12"
"AM000037682","AMASIA, AM","2015-02-20","21","26","15"
"AM000037682","AMASIA, AM","2015-02-21","21","29","13"
"AM000037682","AMASIA, AM","2015-02-22","22","36","11"
"AM000037682","AMASIA, AM","2015-02-23","18","34",
"AM000037682","AMASIA, AM","2015-02-24","17","28","8"
"AM000037682","AMASIA, AM","2015-02-25","19","40","10"
"AM000037682","AMASIA, AM","2015-02-26","22","34","12"
"AM000037682","AMASIA, AM","2015-02-27","24","41","17"
"AM000037682","AMASIA, AM","2015-02-28","27","41","16"
"AM000037682","AMASIA, AM","2015-03-01","31","38","25"
"AM000037682","AMASIA, AM","2015-03-02","28","36","19"
"AM000037682","AMASIA, AM","2015-03-03","26","37","16"
"AM000037682","AMASIA, AM","2015-03-04","25","39","16"
"AM000037682","AMASIA, AM","2015-03-05","15","34","9"
"AM000037682","AMASIA, AM","2015-03-06","16","28","4"
"AM000037682","AMASIA, AM","2015-03-07","26","39","12"
"AM000037682","AMASIA, AM","2015-03-08","31","45","20"
"AM000037682","AMASIA, AM","2015-03-09","28","38","22"
"AM000037682","AMASIA, AM","2015-03-10","26","39","15"
"AM000037682","AMASIA, AM","2015-03-11","26","44","16"
"AM000037682","AMASIA, AM","2015-03-12","34","46","23"
"AM000037682","AMASIA, AM","2015-03-13","34","45",
"AM000037682","AMASIA, AM","2015-03-14","34","42","23"
"AM000037682","AMASIA, AM","2015-03-15","35","41",
"AM000037682","AMASIA, AM","2015-03-16","33","38","28"
"AM000037682","AMASIA, AM","2015-03-17","26","34",
"AM000037682","AMASIA, AM","2015-03-18","26","37","17"
"AM000037682","AMASIA, AM","2015-03-19","26","37","15"
"AM000037682","AMASIA, AM","2015-03-20","27","34","20"
"AM000037682","AMASIA, AM","2015-03-21","31","37","27"
"AM000037682","AMASIA, AM","2015-03-22","31","37",
"AM000037682","AMASIA, AM","2015-03-23","30","37","25"
"AM000037682","AMASIA, AM","2015-03-24","29","34","25"
"AM000037682","AMASIA, AM","2015-03-25","31","38",
"AM000037682","AMASIA, AM","2015-03-26","30","38","23"
"AM000037682","AMASIA, AM","2015-03-27","35","46","22"
"AM000037682","AMASIA, AM","2015-03-28","38","47","28"
"AM000037682","AMASIA, AM","2015-03-29","37","43","34"
"AM000037682","AMASIA, AM","2015-03-30","34","41","28"
"AM000037682","AMASIA, AM","2015-03-31","36","40","30"
"AM000037682","AMASIA, AM","2015-04-01","39","49","30"
"AM000037682","AMASIA, AM","2015-04-02","40","47","33"
"AM000037682","AMASIA, AM","2015-04-03","37","47","27"
"AM000037682","AMASIA, AM","2015-04-04","33","46",
"AM000037682","AMASIA, AM","2015-04-05","30","39","16"
"AM000037682","AMASIA, AM","2015-04-06","36","48","24"
"AM000037682","AMASIA, AM","2015-04-07","42","55","28"
"AM000037682","AMASIA, AM","2015-04-08","46","58","36"
"AM000037682","AMASIA, AM","2015-04-09","49","60","37"
"AM000037682","AMASIA, AM","2015-04-10","44","55",
"AM000037682","AMASIA, AM","2015-04-11","34","50","27"
"AM000037682","AMASIA, AM","2015-04-12","34","43","29"
"AM000037682","AMASIA, AM","2015-04-13","32","36",
"AM000037682","AMASIA, AM","2015-04-14","34","42","26"
"AM000037682","AMASIA, AM","2015-04-15","36","48","23"
"AM000037682","AMASIA, AM","2015-04-16","38","49","29"
"AM000037682","AMASIA, AM","2015-04-17","43","57","28"
"AM000037682","AMASIA, AM","2015-04-18","46",,"32"
"AM000037682","AMASIA, AM","2015-04-19","46","58","35"
"AM000037682","AMASIA, AM","2015-04-20","41","51",
"AM000037682","AMASIA, AM","2015-04-21","35","42","31"
"AM000037682","AMASIA, AM","2015-04-22","33","37","29"
"AM000037682","AMASIA, AM","2015-04-23","32","39","29"
"AM000037682","AMASIA, AM","2015-04-24","30","34",
"AM000037682","AMASIA, AM","2015-04-25","32","42","26"
"AM000037682","AMASIA, AM","2015-04-26","40","54","28"
"AM000037682","AMASIA, AM","2015-04-27","41","54","33"
"AM000037682","AMASIA, AM","2015-04-28","45","56","35"
"AM000037682","AMASIA, AM","2015-04-29","50","62","35"
"AM000037682","AMASIA, AM","2015-04-30","47","61",
"AM000037682","AMASIA, AM","2015-05-01","49","61","37"
"AM000037682","AMASIA, AM","2015-05-02","47","58","41"
"AM000037682","AMASIA, AM","2015-05-03","45","58","40"
"AM000037682","AMASIA, AM","2015-05-04","45","57","39"
"AM000037682","AMASIA, AM","2015-05-05","42","52",
"AM000037682","AMASIA, AM","2015-05-06","41","54","31"
"AM000037682","AMASIA, AM","2015-05-07","40","51","30"
"AM000037682","AMASIA, AM","2015-05-08","46","60","31"
"AM000037682","AMASIA, AM","2015-05-09","45","55","40"
"AM000037682","AMASIA, AM","2015-05-10","44","48","41"
"AM000037682","AMASIA, AM","2015-05-11","45","55","39"
"AM000037682","AMASIA, AM","2015-05-12","43","48","37"
"AM000037682","AMASIA, AM","2015-05-13","46",,"40"
"AM000037682","AMASIA, AM","2015-05-14","43","48","39"
"AM000037682","AMASIA, AM","2015-05-15","45","55",
"AM000037682","AMASIA, AM","2015-05-16","47","58","34"
"AM000037682","AMASIA, AM","2015-05-17","48","58","41"
"AM000037682","AMASIA, AM","2015-05-18","47","60",
"AM000037682","AMASIA, AM","2015-05-19","53","67","39"
"AM000037682","AMASIA, AM","2015-05-20","57","81","42"
"AM000037682","AMASIA, AM","2015-05-21","56","70","45"
"AM000037682","AMASIA, AM","2015-05-22","53","67","44"
"AM000037682","AMASIA, AM","2015-05-23","50","58","44"
"AM000037682","AMASIA, AM","2015-05-24","51","58","44"
"AM000037682","AMASIA, AM","2015-05-25","52","63","45"
"AM000037682","AMASIA, AM","2015-05-26","52","62","43"
"AM000037682","AMASIA, AM","2015-05-27","54","64","43"
"AM000037682","AMASIA, AM","2015-05-28","53","64","46"
"AM000037682","AMASIA, AM","2015-05-29","59","67","42"
"AM000037682","AMASIA, AM","2015-05-30","57","67","45"
"AM000037682","AMASIA, AM","2015-05-31","58","68","47"
"AM000037682","AMASIA, AM","2015-06-01","58","70","47"
"AM000037682","AMASIA, AM","2015-06-02","58","70","47"
"AM000037682","AMASIA, AM","2015-06-03","59","72","48"
"AM000037682","AMASIA, AM","2015-06-04","62","73","49"
"AM000037682","AMASIA, AM","2015-06-05","59","74","47"
"AM000037682","AMASIA, AM","2015-06-06","62","74","50"
"AM000037682","AMASIA, AM","2015-06-07","59","72","48"
"AM000037682","AMASIA, AM","2015-06-08","54","61","49"
"AM000037682","AMASIA, AM","2015-06-09","56","71","46"
"AM000037682","AMASIA, AM","2015-06-10","61","73","48"
"AM000037682","AMASIA, AM","2015-06-11","60","73","48"
"AM000037682","AMASIA, AM","2015-06-12","59","72","49"
"AM000037682","AMASIA, AM","2015-06-13","58","69",
"AM000037682","AMASIA, AM","2015-06-14","55","64","49"
"AM000037682","AMASIA, AM","2015-06-15","56","66","49"
"AM000037682","AMASIA, AM","2015-06-16","52","66",
"AM000037682","AMASIA, AM","2015-06-17","56","68","44"
"AM000037682","AMASIA, AM","2015-06-18","57","70","48"
"AM000037682","AMASIA, AM","2015-06-19","61","72","47"
"AM000037682","AMASIA, AM","2015-06-20","63","75","49"
"AM000037682","AMASIA, AM","2015-06-21","63","75","52"
"AM000037682","AMASIA, AM","2015-06-22","65","75","54"
"AM000037682","AMASIA, AM","2015-06-23","66","77","56"
"AM000037682","AMASIA, AM","2015-06-24","65","74","57"
"AM000037682","AMASIA, AM","2015-06-25","63","73",
"AM000037682","AMASIA, AM","2015-06-26","57","68","50"
"AM000037682","AMASIA, AM","2015-06-27","56","68","49"
"AM000037682","AMASIA, AM","2015-06-28","61","71","47"
"AM000037682","AMASIA, AM","2015-06-29","66","77","52"
"AM000037682","AMASIA, AM","2015-06-30","70","80","57"
"AM000037682","AMASIA, AM","2015-07-01","64","76","54"
"AM000037682","AMASIA, AM","2015-07-02","65","75","55"
"AM000037682","AMASIA, AM","2015-07-03","67","81","57"
"AM000037682","AMASIA, AM","2015-07-04","66","76","55"
"AM000037682","AMASIA, AM","2015-07-05","65","75","57"
"AM000037682","AMASIA, AM","2015-07-06","66","79","58"
"AM000037682","AMASIA, AM","2015-07-07","62","72","56"
"AM000037682","AMASIA, AM","2015-07-08","62","72","57"
"AM000037682","AMASIA, AM","2015-07-09","66","78","57"
"AM000037682","AMASIA, AM","2015-07-10","70","86","57"
"AM000037682","AMASIA, AM","2015-07-11","64","76","56"
"AM000037682","AMASIA, AM","2015-07-12","61","72","52"
"AM000037682","AMASIA, AM","2015-07-13","57","67","51"
"AM000037682","AMASIA, AM","2015-07-14","62","81","47"
"AM000037682","AMASIA, AM","2015-07-15","63","82","52"
"AM000037682","AMASIA, AM","2015-07-16","65","81","53"
"AM000037682","AMASIA, AM","2015-07-17","58","67",
"AM000037682","AMASIA, AM","2015-07-18","59","70","45"
"AM000037682","AMASIA, AM","2015-07-19","56","67","48"
"AM000037682","AMASIA, AM","2015-07-20","59","73","45"
"AM000037682","AMASIA, AM","2015-07-21","63","79","47"
"AM000037682","AMASIA, AM","2015-07-22","63","78","52"
"AM000037682","AMASIA, AM","2015-07-23","62","75","53"
"AM000037682","AMASIA, AM","2015-07-24","66","82","53"
"AM000037682","AMASIA, AM","2015-07-25","67","87","53"
"AM000037682","AMASIA, AM","2015-07-26","68","84","57"
"AM000037682","AMASIA, AM","2015-07-27","67","81","57"
"AM000037682","AMASIA, AM","2015-07-28","67","85","57"
"AM000037682","AMASIA, AM","2015-07-29","68","84","55"
"AM000037682","AMASIA, AM","2015-07-30","72","88","59"
"AM000037682","AMASIA, AM","2015-07-31","73","90","59"
"AM000037682","AMASIA, AM","2015-08-01","73","91","58"
"AM000037682","AMASIA, AM","2015-08-02","72","85","61"
"AM000037682","AMASIA, AM","2015-08-03","73","84","64"
"AM000037682","AMASIA, AM","2015-08-04","70","87",
"AM000037682","AMASIA, AM","2015-08-05","74","89","56"
"AM000037682","AMASIA, AM","2015-08-06","70","81","59"
"AM000037682","AMASIA, AM","2015-08-07","63","74",
"AM000037682","AMASIA, AM","2015-08-08","59","67","54"
"AM000037682","AMASIA, AM","2015-08-09","62","75",
"AM000037682","AMASIA, AM","2015-08-10","65","80","54"
"AM000037682","AMASIA, AM","2015-08-11","69","85","56"
"AM000037682","AMASIA, AM","2015-08-12","72","91","58"
"AM000037682","AMASIA, AM","2015-08-13","70","83","59"
"AM000037682","AMASIA, AM","2015-08-14","74","92","60"
"AM000037682","AMASIA, AM","2015-08-15","75","92","61"
"AM000037682","AMASIA, AM","2015-08-16","73","90","60"
"AM000037682","AMASIA, AM","2015-08-17","63","86",
"AM000037682","AMASIA, AM","2015-08-18","65","81","50"
"AM000037682","AMASIA, AM","2015-08-19","72","86","52"
"AM000037682","AMASIA, AM","2015-08-20","70","89","56"
"AM000037682","AMASIA, AM","2015-08-21","67","80","55"
"AM000037682","AMASIA, AM","2015-08-22","61","73",
"AM000037682","AMASIA, AM","2015-08-23","64","79","50"
"AM000037682","AMASIA, AM","2015-08-24","54","72",
"AM000037682","AMASIA, AM","2015-08-25","54","68","47"
"AM000037682","AMASIA, AM","2015-08-26","51","62",
"AM000037682","AMASIA, AM","2015-08-27","53","68","42"
"AM000037682","AMASIA, AM","2015-08-28","53","65","44"
"AM000037682","AMASIA, AM","2015-08-29","57","65","49"
"AM000037682","AMASIA, AM","2015-08-30","59","73","49"
"AM000037682","AMASIA, AM","2015-08-31","59","72","49"
"AM000037682","AMASIA, AM","2015-09-01","58","72","48"
"AM000037682","AMASIA, AM","2015-09-02","60","72","46"
"AM000037682","AMASIA, AM","2015-09-03","62","76","47"
"AM000037682","AMASIA, AM","2015-09-04","64","81","49"
"AM000037682","AMASIA, AM","2015-09-05","65","81","49"
"AM000037682","AMASIA, AM","2015-09-06","61","75","50"
"AM000037682","AMASIA, AM","2015-09-07","61","76","48"
"AM000037682","AMASIA, AM","2015-09-08","63","78","50"
"AM000037682","AMASIA, AM","2015-09-09","64","79","51"
"AM000037682","AMASIA, AM","2015-09-10","66","80","53"
"AM000037682","AMASIA, AM","2015-09-11","65",,"53"
"AM000037682","AMASIA, AM","2015-09-12","61","79",
"AM000037682","AMASIA, AM","2015-09-13","60","73","50"
"AM000037682","AMASIA, AM","2015-09-14","60","75","49"
"AM000037682","AMASIA, AM","2015-09-15","58","73","48"
"AM000037682","AMASIA, AM","2015-09-16","57","70","50"
"AM000037682","AMASIA, AM","2015-09-17","57","71","47"
"AM000037682","AMASIA, AM","2015-09-18","56","71","46"
"AM000037682","AMASIA, AM","2015-09-19","56","70","41"
"AM000037682","AMASIA, AM","2015-09-20","58","73","44"
"AM000037682","AMASIA, AM","2015-09-21","58","75","45"
"AM000037682","AMASIA, AM","2015-09-22","58","78","43"
"AM000037682","AMASIA, AM","2015-09-23","61","78",
"AM000037682","AMASIA, AM","2015-09-24","60","78","49"
"AM000037682","AMASIA, AM","2015-09-25","60","73","49"
"AM000037682","AMASIA, AM","2015-09-26","56","68","49"
"AM000037682","AMASIA, AM","2015-09-27","55","68","44"
"AM000037682","AMASIA, AM","2015-09-28","55","69","44"
"AM000037682","AMASIA, AM","2015-09-29","55","68","43"
"AM000037682","AMASIA, AM","2015-09-30","55","68","45"
"AM000037682","AMASIA, AM","2015-10-01","56","67","45"
"AM000037682","AMASIA, AM","2015-10-02","52","60","43"
"AM000037682","AMASIA, AM","2015-10-03","53","62","46"
"AM000037682","AMASIA, AM","2015-10-04","54","65","46"
"AM000037682","AMASIA, AM","2015-10-05","50","62","42"
"AM000037682","AMASIA, AM","2015-10-06","50","62","39"
"AM000037682","AMASIA, AM","2015-10-07","47","54",
"AM000037682","AMASIA, AM","2015-10-08","45","51",
"AM000037682","AMASIA, AM","2015-10-09","43","51","39"
"AM000037682","AMASIA, AM","2015-10-10","40","46",
"AM000037682","AMASIA, AM","2015-10-11","44","55","29"
"AM000037682","AMASIA, AM","2015-10-12","49","59",
"AM000037682","AMASIA, AM","2015-10-13","49","58","44"
"AM000037682","AMASIA, AM","2015-10-14","46","50","43"
"AM000037682","AMASIA, AM","2015-10-15","45",,"38"
"AM000037682","AMASIA, AM","2015-10-16","43","50","36"
"AM000037682","AMASIA, AM","2015-10-17","41","55","33"
"AM000037682","AMASIA, AM","2015-10-18","40","48","35"
"AM000037682","AMASIA, AM","2015-10-19","42","55","31"
"AM000037682","AMASIA, AM","2015-10-20","44","56","32"
"AM000037682","AMASIA, AM","2015-10-21","47","60","35"
"AM000037682","AMASIA, AM","2015-10-22","46","59","37"
"AM000037682","AMASIA, AM","2015-10-23","45","54","36"
"AM000037682","AMASIA, AM","2015-10-24","49","60","39"
"AM000037682","AMASIA, AM","2015-10-25","46","52","40"
"AM000037682","AMASIA, AM","2015-10-26","42","51",
"AM000037682","AMASIA, AM","2015-10-27","39","44","36"
"AM000037682","AMASIA, AM","2015-10-28","39","46","34"
"AM000037682","AMASIA, AM","2015-10-29","39","47","33"
"AM000037682","AMASIA, AM","2015-10-30","37","40","34"
"AM000037682","AMASIA, AM","2015-10-31","40","46","33"
"AM000037682","AMASIA, AM","2015-11-01","35","42",
"AM000037682","AMASIA, AM","2015-11-02","32","42","24"
"AM000037682","AMASIA, AM","2015-11-03","35","46","28"
